step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,6112,1.477,0.179,8.67,522458,479776,6524,0,35970,40,2945990.2,6.6,0.140,0.097,0.417,0.346,140,7.75,3.85,0.03,0.47,0.02,0.30,0.03,0.39,7.68,3.79,0.00,0.04,0.003,0.043,526,0.064,0.871,0.000,0.000,0.129,1054919,1037415,8,0.341,0.036,0.011,725208,0.095,0.980,0.019,383.01,298649,0,0.165,0.000,0.000,5749504,1.01,17.93,0.000,0.000,0.000,4,8,11,56,47377,0.045,270.75,0.0063,0.006,148,0.705,0.000,0.807,0.512,3.60,3.42,6.89,0.00,0.000,1.01,1.01,1.02
120000,5742,1.510,0.171,8.84,522898,483137,6378,1,33752,57,3018603.5,8.6,0.143,0.099,0.418,0.340,139,8.25,3.96,0.02,0.28,0.02,0.50,0.06,0.75,8.14,3.82,0.00,0.00,0.002,0.027,569,0.071,0.883,0.000,0.000,0.117,1052192,1029631,9,0.356,0.018,0.013,843506,0.103,0.951,0.018,383.81,290132,22,0.151,1.000,0.000,5420470,1.01,17.15,0.000,0.000,0.000,4,8,11,64,47374,0.045,269.95,0.0065,0.005,139,0.686,0.000,0.779,0.510,3.79,3.79,6.96,0.00,0.000,1.01,1.01,1.01
130000,5879,1.491,0.159,8.32,519804,478643,6028,0,34996,32,3056225.2,3.4,0.133,0.102,0.397,0.368,139,8.15,3.70,0.03,0.52,0.02,0.33,0.06,0.79,8.04,3.55,0.00,0.00,0.002,0.041,525,0.090,0.893,0.000,0.000,0.107,1060192,1039008,10,0.280,0.148,0.022,1081015,0.086,0.909,0.017,384.07,278766,0,0.107,0.000,0.000,5281539,1.01,17.32,0.000,0.000,0.000,4,8,11,61,47921,0.046,269.68,0.0065,0.007,172,0.657,0.000,0.748,0.517,3.96,4.35,6.85,0.00,0.000,1.01,1.01,1.01
140000,5884,1.502,0.150,8.26,532895,491041,6128,0,35721,43,3059673.2,5.7,0.124,0.102,0.437,0.337,139,8.18,3.88,0.03,0.49,0.03,0.73,0.06,0.75,8.07,3.67,0.00,0.00,0.002,0.038,516,0.124,0.885,0.000,0.000,0.115,1071849,1057772,10,0.419,0.045,0.013,903621,0.095,0.878,0.015,384.23,277683,0,0.132,0.000,0.000,5360492,1.01,17.37,0.000,0.000,0.000,4,8,11,59,48143,0.046,269.53,0.0064,0.002,148,0.667,0.000,0.719,0.510,3.97,4.36,6.81,0.00,0.000,1.01,1.01,1.01
150000,5753,1.517,0.144,8.30,508933,465176,5998,1,37889,35,3150233.8,2.2,0.092,0.098,0.462,0.347,137,7.97,3.46,0.03,0.45,0.02,0.30,0.05,0.57,7.88,3.36,0.00,0.00,0.002,0.040,496,0.116,0.888,0.000,0.000,0.112,1093390,1077857,10,0.417,0.018,0.013,777688,0.097,0.870,0.015,384.40,280962,185,0.064,0.000,0.000,5007486,1.01,17.69,0.000,0.000,0.000,4,8,11,42,45824,0.044,269.36,0.0070,0.001,166,0.667,0.000,0.744,0.541,3.87,4.10,6.87,0.00,0.000,1.01,1.01,1.01
160000,5649,1.511,0.143,8.16,512288,466869,6346,137,39040,1234,3078863.0,464.8,0.109,0.090,0.427,0.373,142,8.19,3.79,0.07,1.09,0.01,0.26,0.05,0.55,8.06,3.57,0.00,0.00,0.003,0.042,481,0.143,0.881,0.000,0.000,0.119,1103007,1088144,10,0.451,0.024,0.013,706120,0.097,0.867,0.015,383.91,288273,506,0.377,0.073,0.000,4744317,1.03,17.53,0.000,0.000,0.000,4,8,11,54,46263,0.044,269.84,0.0068,0.003,112,0.661,0.000,0.761,0.542,4.04,4.23,7.14,0.00,0.000,1.03,1.03,1.03
170000,5823,1.498,0.137,8.35,515262,467626,6418,1,41043,78,3077913.5,10.9,0.107,0.084,0.412,0.397,143,7.92,3.91,0.02,0.45,0.04,1.04,0.03,0.48,7.83,3.80,0.00,0.03,0.003,0.052,520,0.117,0.878,0.000,0.000,0.122,1126317,1111058,13,0.424,0.002,0.009,762224,0.087,0.846,0.014,384.98,295231,294,0.139,0.000,0.000,4423478,1.01,17.91,0.000,0.000,0.000,4,8,10,55,46147,0.044,268.77,0.0067,0.001,155,0.671,0.000,0.774,0.548,3.88,4.04,6.83,0.00,0.000,1.01,1.01,1.01
180000,5856,1.489,0.138,7.91,550187,505103,6562,1,38488,88,3054033.0,13.2,0.124,0.088,0.415,0.373,142,8.04,3.55,0.02,0.30,0.04,0.64,0.04,0.64,7.94,3.50,0.00,0.00,0.003,0.041,469,0.187,0.880,0.000,0.000,0.120,1102152,1087603,9,0.494,0.036,0.008,577476,0.104,0.842,0.014,384.98,275784,801,0.150,0.000,0.000,4694594,1.01,17.82,0.000,0.001,0.000,4,8,10,62,47061,0.045,268.78,0.0066,0.001,166,0.681,0.000,0.725,0.507,4.10,4.42,7.02,0.00,0.000,1.01,1.01,1.01
190000,5782,1.486,0.134,7.76,551464,505688,6151,3,39696,99,3101338.8,12.4,0.126,0.103,0.411,0.360,142,8.32,3.93,0.02,0.29,0.03,0.57,0.04,0.76,8.23,3.77,0.00,0.08,0.003,0.046,462,0.232,0.884,0.000,0.000,0.116,1089084,1077564,10,0.532,0.013,0.010,568661,0.093,0.822,0.013,385.00,257472,1028,0.126,0.333,0.000,5356994,1.01,17.71,0.000,0.000,0.001,4,8,10,64,48101,0.046,268.75,0.0065,0.000,159,0.676,0.000,0.688,0.501,4.30,4.81,7.17,0.00,0.001,1.01,1.01,1.01
200000,5855,1.487,0.126,7.85,543590,497372,5968,1,40176,132,3150765.0,20.3,0.138,0.100,0.413,0.349,137,8.17,3.49,0.02,0.46,0.01,0.26,0.04,0.53,8.10,3.45,0.00,0.00,0.001,0.029,470,0.256,0.884,0.000,0.000,0.116,1109828,1101382,8,0.530,0.002,0.011,539052,0.105,0.800,0.013,385.14,262944,78,0.154,0.000,0.000,5262208,1.01,17.78,0.000,0.000,0.000,4,8,10,54,47832,0.046,268.62,0.0066,0.006,150,0.665,0.000,0.668,0.516,4.28,4.86,7.06,0.00,0.000,1.01,1.01,1.01
210000,5599,1.517,0.127,7.48,534811,489093,6046,1,39927,107,3203641.8,18.4,0.147,0.104,0.425,0.324,143,8.68,3.72,0.02,0.39,0.01,0.25,0.06,0.65,8.58,3.63,0.00,0.01,0.002,0.031,486,0.276,0.893,0.000,0.000,0.107,1104286,1094838,8,0.558,0.005,0.021,898108,0.095,0.800,0.012,383.70,262989,184,0.172,0.000,0.000,5521104,1.01,17.16,0.000,0.000,0.000,5,9,11,58,48574,0.046,270.06,0.0067,0.009,133,0.667,0.000,0.662,0.522,4.40,5.14,7.07,0.00,0.000,1.01,1.01,1.01
220000,5683,1.502,0.122,7.35,539802,494737,6117,1,38863,139,3186226.2,21.2,0.131,0.093,0.449,0.328,148,8.49,3.43,0.03,0.53,0.02,0.50,0.05,0.92,8.39,3.28,0.00,0.01,0.002,0.032,442,0.304,0.885,0.000,0.000,0.115,1114525,1103891,7,0.543,0.041,0.010,711649,0.090,0.776,0.012,385.03,253373,44,0.153,1.000,0.000,4425935,1.01,17.37,0.000,0.000,0.000,4,9,10,64,48267,0.046,268.72,0.0067,0.009,139,0.629,0.000,0.664,0.522,4.39,5.03,7.09,0.00,0.000,1.01,1.01,1.02
230000,5502,1.493,0.119,6.86,532078,487371,6200,2,38686,281,3171576.2,39.7,0.114,0.098,0.472,0.317,152,8.38,3.28,0.01,0.22,0.02,0.41,0.05,0.72,8.30,3.20,0.00,0.00,0.002,0.033,416,0.302,0.891,0.000,0.000,0.109,1113127,1102092,7,0.621,0.000,0.012,570790,0.096,0.765,0.011,383.18,247045,687,0.141,0.000,0.000,5130780,1.00,17.39,0.000,0.001,0.000,4,9,10,60,46115,0.044,270.57,0.0069,0.018,123,0.665,0.000,0.653,0.528,4.55,5.24,7.21,0.00,0.000,1.00,1.00,1.00
240000,5629,1.488,0.114,6.60,534642,492446,6221,0,35848,143,3158215.0,24.2,0.113,0.119,0.493,0.274,153,8.40,3.11,0.02,0.34,0.02,0.27,0.04,0.54,8.32,3.10,0.00,0.03,0.002,0.032,397,0.339,0.891,0.000,0.000,0.109,1118510,1109155,6,0.688,0.002,0.010,478680,0.101,0.754,0.011,382.93,239642,0,0.169,0.000,0.000,7525143,1.01,17.38,0.000,0.000,0.000,4,9,10,39,47258,0.045,270.82,0.0067,0.015,140,0.727,0.000,0.630,0.527,4.60,5.64,7.23,0.00,0.001,1.01,1.01,1.01
250000,5601,1.494,0.108,6.44,529919,489881,6201,0,33865,124,3170348.0,16.6,0.114,0.133,0.524,0.230,149,8.43,3.11,0.03,0.45,0.02,0.72,0.03,0.53,8.35,3.02,0.00,0.02,0.001,0.030,346,0.369,0.893,0.000,0.000,0.107,1111862,1103261,6,0.748,0.000,0.007,558781,0.096,0.735,0.010,382.79,221943,0,0.134,0.000,0.000,8619191,1.01,17.34,0.000,0.000,0.000,5,9,10,64,47244,0.045,270.97,0.0068,0.008,109,0.744,0.000,0.603,0.529,4.70,5.93,7.29,0.00,0.000,1.01,1.01,1.02
260000,5606,1.502,0.107,5.76,541608,502722,6062,0,32819,137,3197959.0,17.3,0.109,0.118,0.640,0.133,153,8.51,3.14,0.02,0.39,0.03,0.40,0.03,0.47,8.43,3.11,0.00,0.04,0.003,0.046,285,0.406,0.904,0.000,0.000,0.096,1144092,1138322,5,0.888,0.005,0.008,468347,0.099,0.726,0.010,383.71,220829,0,0.126,0.000,0.000,7030806,1.01,17.37,0.000,0.000,0.000,5,9,10,64,47712,0.046,270.05,0.0068,0.007,150,0.726,0.000,0.539,0.531,4.90,6.53,7.36,0.00,0.001,1.01,1.01,1.01
270000,5346,1.514,0.096,5.50,528236,489405,6104,0,32987,176,3287547.8,30.1,0.122,0.121,0.685,0.072,155,8.57,3.28,0.04,0.61,0.02,0.47,0.04,0.58,8.47,3.14,0.00,0.03,0.002,0.031,238,0.383,0.904,0.000,0.000,0.096,1156987,1153572,6,0.929,0.000,0.015,507430,0.097,0.687,0.009,383.27,222404,0,0.171,0.000,0.000,7323863,1.02,17.30,0.000,0.000,0.000,5,9,10,64,45841,0.044,270.49,0.0073,0.010,132,0.739,0.000,0.517,0.547,5.04,6.78,7.43,0.00,0.000,1.02,1.02,1.02
280000,5488,1.499,0.093,5.50,535997,496257,6100,2,33496,133,3202921.2,18.6,0.120,0.127,0.695,0.058,155,8.55,2.92,0.02,0.35,0.02,0.53,0.04,0.63,8.46,2.90,0.00,0.01,0.002,0.034,230,0.340,0.898,0.000,0.000,0.102,1156227,1154499,5,0.935,0.000,0.009,481454,0.096,0.662,0.008,383.45,229438,1384,0.140,0.500,0.000,7922166,1.01,17.28,0.000,0.000,0.000,5,9,10,47,46930,0.045,270.31,0.0069,0.012,160,0.744,0.000,0.524,0.541,4.95,6.59,7.53,0.00,0.000,1.01,1.01,1.01
290000,5350,1.505,0.089,5.35,528621,489787,6034,0,32938,140,3200233.8,17.4,0.129,0.121,0.690,0.059,158,8.71,2.82,0.02,0.38,0.02,0.25,0.04,0.59,8.63,2.83,0.00,0.01,0.003,0.034,216,0.404,0.909,0.000,0.000,0.091,1139468,1138032,3,0.939,0.023,0.007,470917,0.105,0.637,0.008,381.10,215630,0,0.124,0.000,0.000,7253260,1.01,17.09,0.000,0.000,0.000,6,9,10,44,46574,0.044,272.65,0.0069,0.023,106,0.723,0.000,0.512,0.541,5.10,6.58,7.57,0.00,0.000,1.01,1.01,1.01
300000,5445,1.507,0.087,5.35,527129,488216,6118,11,32689,788,3236226.5,142.8,0.139,0.124,0.682,0.056,154,8.58,3.03,0.03,0.50,0.03,0.45,0.03,0.46,8.49,3.01,0.00,0.08,0.003,0.041,245,0.401,0.903,0.000,0.000,0.097,1139544,1138129,3,0.962,0.004,0.007,483246,0.098,0.637,0.008,380.99,205084,1339,0.181,0.091,0.000,7633438,1.01,17.23,0.000,0.005,0.000,5,9,10,50,46706,0.045,272.77,0.0070,0.012,98,0.736,0.000,0.481,0.542,4.97,6.40,7.43,0.00,0.000,1.01,1.01,1.01
310000,5578,1.493,0.089,5.34,528770,489658,6050,1,32928,105,3208576.2,13.4,0.156,0.110,0.679,0.054,159,8.40,3.23,0.02,0.37,0.02,0.39,0.04,0.61,8.33,3.19,0.00,0.01,0.001,0.027,212,0.405,0.896,0.000,0.000,0.104,1153220,1152024,3,0.949,0.000,0.008,469161,0.109,0.637,0.008,383.34,210567,162,0.127,0.000,0.000,6328511,1.01,17.48,0.000,0.001,0.000,4,9,10,42,46870,0.045,270.42,0.0069,0.008,147,0.709,0.000,0.500,0.545,4.91,6.29,7.54,0.00,0.000,1.01,1.01,1.01
320000,5449,1.501,0.088,5.42,530992,491415,5921,0,33785,125,3234024.5,15.6,0.169,0.114,0.671,0.046,157,8.43,2.99,0.02,0.35,0.01,0.40,0.04,0.52,8.36,2.99,0.00,0.00,0.001,0.018,198,0.408,0.899,0.000,0.000,0.101,1151292,1149958,3,0.931,0.022,0.011,412293,0.113,0.635,0.008,384.35,216687,0,0.125,0.000,0.000,6771431,1.01,17.42,0.000,0.001,0.000,4,9,10,48,45941,0.044,269.40,0.0071,0.018,112,0.715,0.000,0.493,0.543,4.96,6.40,7.59,0.00,0.000,1.01,1.01,1.01
330000,5434,1.506,0.087,5.24,514323,475057,5984,0,33297,103,3210869.2,16.4,0.149,0.133,0.674,0.044,161,8.55,3.16,0.02,0.46,0.03,0.68,0.03,0.43,8.47,3.06,0.00,0.08,0.002,0.034,194,0.402,0.907,0.000,0.000,0.093,1146207,1145185,2,0.981,0.000,0.007,472396,0.100,0.636,0.008,379.55,210511,0,0.159,0.000,0.000,8584266,1.01,17.34,0.000,0.000,0.000,5,9,10,64,46446,0.044,274.21,0.0070,0.021,122,0.739,0.000,0.492,0.555,5.04,6.66,7.56,0.00,0.000,1.01,1.01,1.01
340000,5570,1.487,0.087,5.29,527425,487761,6152,2,33374,140,3200621.8,19.3,0.149,0.137,0.673,0.041,158,8.48,3.16,0.03,0.50,0.03,0.58,0.05,0.81,8.37,2.97,0.00,0.03,0.002,0.032,228,0.390,0.915,0.000,0.000,0.085,1137322,1136055,2,0.961,0.019,0.008,432273,0.108,0.631,0.008,381.44,206462,854,0.138,0.500,0.000,8847387,1.01,17.43,0.000,0.000,0.000,4,9,10,64,47217,0.045,272.31,0.0069,0.018,122,0.747,0.000,0.492,0.541,5.06,6.71,7.62,0.00,0.000,1.01,1.01,1.01
350000,5440,1.522,0.084,5.30,521761,483170,5899,0,32822,96,3246220.0,14.1,0.140,0.135,0.693,0.032,155,8.77,2.82,0.03,0.49,0.02,0.47,0.04,0.59,8.68,2.75,0.00,0.02,0.002,0.033,208,0.465,0.905,0.000,0.000,0.095,1134957,1133780,3,0.940,0.000,0.007,409629,0.119,0.618,0.007,381.79,200206,0,0.147,0.000,0.000,8215097,1.01,17.00,0.000,0.000,0.001,6,10,10,44,47696,0.045,271.97,0.0069,0.015,128,0.733,0.000,0.463,0.545,5.09,6.63,7.75,0.00,0.001,1.01,1.01,1.01
360000,5436,1.510,0.082,5.32,519250,480879,5775,0,32600,173,3196758.2,24.3,0.143,0.141,0.683,0.034,161,8.71,2.92,0.02,0.46,0.02,0.40,0.03,0.38,8.64,2.93,0.00,0.06,0.001,0.032,214,0.399,0.905,0.000,0.000,0.095,1126798,1125466,4,0.935,0.000,0.010,425041,0.116,0.609,0.007,381.68,198340,0,0.140,0.000,0.000,8659949,1.01,17.02,0.000,0.000,0.000,6,9,10,64,47324,0.045,272.07,0.0068,0.010,143,0.737,0.000,0.470,0.544,5.10,6.64,7.62,0.00,0.000,1.01,1.01,1.01
370000,5495,1.499,0.081,5.38,525743,487025,6002,1,32656,110,3203438.8,11.9,0.148,0.132,0.684,0.035,160,8.64,3.10,0.02,0.37,0.02,0.52,0.02,0.47,8.58,3.06,0.00,0.00,0.001,0.029,202,0.421,0.902,0.000,0.000,0.098,1137677,1136554,4,0.937,0.003,0.007,451598,0.108,0.607,0.007,380.72,202056,767,0.109,0.000,0.000,7970233,1.01,17.15,0.000,0.000,0.000,5,9,10,64,47501,0.045,273.03,0.0068,0.016,89,0.732,0.000,0.472,0.542,5.05,6.58,7.52,0.00,0.000,1.01,1.01,1.01
380000,5381,1.500,0.077,5.46,531260,491801,6175,0,33398,121,3170000.2,18.8,0.157,0.116,0.679,0.049,158,8.53,2.96,0.02,0.33,0.02,0.46,0.05,0.68,8.45,2.88,0.00,0.00,0.002,0.039,226,0.355,0.904,0.000,0.000,0.096,1141920,1140017,3,0.945,0.000,0.009,465258,0.105,0.605,0.007,380.81,212280,0,0.155,0.000,0.000,7164091,1.01,17.17,0.000,0.001,0.000,5,9,10,46,45914,0.044,272.95,0.0070,0.017,106,0.721,0.000,0.483,0.539,5.11,6.56,7.60,0.00,0.000,1.01,1.01,1.01
390000,5381,1.524,0.080,5.64,518416,477633,6310,2,34471,184,3217456.2,20.6,0.183,0.122,0.611,0.084,160,8.40,2.86,0.02,0.39,0.02,0.43,0.02,0.30,8.35,2.83,0.00,0.03,0.001,0.027,198,0.345,0.902,0.000,0.000,0.098,1157569,1155669,4,0.926,0.002,0.005,404634,0.106,0.606,0.007,381.98,211132,2580,0.112,0.000,0.000,7800855,1.01,17.27,0.000,0.000,0.000,5,9,10,64,45215,0.043,271.77,0.0072,0.012,114,0.744,0.000,0.490,0.556,5.03,6.58,7.45,0.00,0.000,1.01,1.01,1.01
400000,5568,1.494,0.079,5.63,526154,485490,6138,0,34339,107,3198001.5,19.0,0.172,0.118,0.612,0.098,154,8.59,3.11,0.02,0.47,0.02,0.44,0.04,0.70,8.51,2.98,0.00,0.08,0.001,0.028,244,0.321,0.901,0.000,0.000,0.099,1161908,1159660,4,0.935,0.000,0.008,456049,0.091,0.604,0.007,382.55,211279,0,0.178,0.000,0.000,7346455,1.01,17.10,0.000,0.001,0.000,5,9,10,56,47827,0.046,271.21,0.0068,0.006,153,0.738,0.000,0.513,0.551,5.09,6.62,7.67,0.00,0.000,1.01,1.01,1.01
410000,5503,1.495,0.079,5.66,548564,507309,6281,1,35038,137,3229737.2,18.0,0.161,0.122,0.598,0.118,154,8.46,3.24,0.03,0.48,0.01,0.39,0.04,0.64,8.38,3.17,0.00,0.00,0.001,0.023,239,0.323,0.903,0.000,0.000,0.097,1155530,1153013,4,0.935,0.000,0.008,464649,0.103,0.606,0.007,383.52,214794,116,0.132,0.000,0.000,7492752,1.01,17.26,0.000,0.000,0.000,4,9,10,62,46580,0.044,270.24,0.0070,0.004,121,0.737,0.000,0.497,0.529,5.02,6.60,7.44,0.00,0.000,1.01,1.01,1.02
420000,5609,1.492,0.083,5.83,538739,498178,5945,1,34509,138,3194379.0,20.4,0.170,0.128,0.562,0.139,156,8.46,3.27,0.02,0.32,0.03,0.33,0.03,0.57,8.38,3.20,0.00,0.01,0.003,0.041,261,0.235,0.900,0.000,0.000,0.100,1137599,1135998,3,0.940,0.014,0.006,497515,0.095,0.604,0.007,383.04,207335,600,0.148,0.000,0.000,7391372,1.01,17.15,0.000,0.001,0.000,4,9,10,64,47451,0.045,270.72,0.0068,0.009,146,0.730,0.000,0.506,0.531,4.94,6.53,7.58,0.00,0.000,1.01,1.01,1.01
430000,5623,1.506,0.082,5.79,540257,499265,6232,1,34745,228,3112394.8,34.8,0.181,0.134,0.525,0.161,156,8.21,2.67,0.01,0.21,0.02,0.35,0.03,0.57,8.16,2.64,0.00,0.03,0.002,0.029,236,0.253,0.907,0.000,0.000,0.093,1127872,1126255,4,0.930,0.000,0.006,437275,0.102,0.604,0.007,382.64,202590,10,0.153,1.000,0.000,8268380,1.01,17.39,0.000,0.001,0.000,5,9,10,45,46180,0.044,271.11,0.0068,0.018,100,0.749,0.000,0.534,0.526,4.88,6.53,7.40,0.00,0.000,1.01,1.01,1.01
