step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,7723,1.470,0.243,8.81,633427,552195,8537,0,72731,74,3178525.8,7.9,0.141,0.145,0.194,0.521,94,6.55,3.91,0.04,0.43,0.01,0.45,0.05,0.57,6.45,3.77,0.00,0.07,0.001,0.022,699,0.153,0.896,0.000,0.000,0.104,1385409,1366912,15,0.253,0.094,0.017,1198060,0.089,1.140,0.026,481.75,431652,0,0.107,0.000,0.000,16073824,1.02,19.68,0.000,0.000,0.000,2,6,10,60,50598,0.048,171.51,0.0064,0.017,29,0.854,0.000,0.722,0.547,3.95,6.33,6.38,0.00,0.001,1.02,1.02,1.02
120000,8064,1.440,0.236,8.92,657549,574059,9227,0,73922,34,3188982.2,3.6,0.131,0.168,0.187,0.513,94,6.27,3.40,0.04,0.60,0.01,0.24,0.05,0.67,6.17,3.25,0.00,0.00,0.001,0.020,651,0.155,0.895,0.000,0.000,0.105,1376602,1362057,14,0.254,0.006,0.015,1383875,0.092,1.121,0.025,480.20,417740,0,0.105,0.000,0.000,18802837,1.02,20.04,0.000,0.000,0.000,2,6,9,45,50529,0.048,173.06,0.0064,0.023,28,0.871,0.000,0.682,0.527,3.86,6.15,6.26,0.00,0.000,1.01,1.02,1.02
130000,7731,1.458,0.231,8.65,677390,593324,8927,0,75472,59,3240361.2,4.0,0.114,0.149,0.179,0.557,92,6.52,3.64,0.03,0.37,0.03,0.67,0.06,0.64,6.39,3.45,0.00,0.00,0.003,0.040,650,0.151,0.900,0.000,0.000,0.100,1430397,1417382,15,0.263,0.011,0.019,1347905,0.087,1.115,0.025,483.61,431479,0,0.068,0.000,0.000,16099870,1.02,19.79,0.000,0.000,0.000,3,6,10,56,50372,0.048,169.65,0.0066,0.002,42,0.875,0.000,0.669,0.530,3.98,6.16,6.31,0.00,0.000,1.01,1.03,1.02
140000,7626,1.471,0.234,8.44,649799,568967,8878,0,72059,23,3315086.5,3.5,0.075,0.167,0.199,0.559,98,6.50,3.47,0.04,0.46,0.02,0.42,0.07,0.90,6.38,3.21,0.00,0.00,0.002,0.033,591,0.189,0.904,0.000,0.000,0.096,1407824,1397814,16,0.408,0.020,0.014,1363991,0.100,1.123,0.025,480.72,394779,0,0.152,0.000,0.000,17759630,1.02,19.77,0.000,0.000,0.000,2,7,10,54,49602,0.047,172.54,0.0068,0.042,24,0.878,0.000,0.682,0.542,3.96,5.88,6.40,0.00,0.000,1.02,1.03,1.02
150000,7433,1.468,0.220,8.48,641337,559899,8840,1,72790,31,3403744.8,3.0,0.066,0.155,0.198,0.581,95,6.47,3.82,0.02,0.33,0.03,0.68,0.06,0.82,6.36,3.34,0.00,0.00,0.002,0.037,500,0.249,0.888,0.000,0.000,0.112,1451981,1439732,12,0.393,0.005,0.010,917073,0.107,1.091,0.024,480.34,398917,323,0.098,0.000,0.000,16418281,1.01,20.07,0.000,0.000,0.000,3,6,9,62,48060,0.046,172.92,0.0072,0.008,37,0.876,0.000,0.680,0.561,4.14,6.59,6.38,0.00,0.000,1.01,1.02,1.01
160000,7788,1.457,0.215,8.45,647802,562377,9488,1,75581,46,3260095.8,3.3,0.120,0.126,0.202,0.552,99,5.98,3.26,0.03,0.39,0.01,0.46,0.04,0.60,5.90,3.09,0.00,0.00,0.001,0.030,408,0.250,0.897,0.000,0.000,0.103,1480535,1464556,11,0.401,0.023,0.011,721531,0.106,1.085,0.023,477.39,425520,3,0.072,1.000,0.000,13733735,1.01,20.66,0.000,0.000,0.000,2,6,8,64,46584,0.044,175.87,0.0071,0.037,26,0.865,0.000,0.644,0.565,3.89,6.12,6.04,0.00,0.000,1.01,1.02,1.01
170000,7740,1.453,0.209,8.50,659218,574005,9833,0,75428,23,3325772.2,1.5,0.145,0.137,0.192,0.526,98,6.09,3.29,0.03,0.34,0.01,0.36,0.04,0.67,6.01,3.18,0.00,0.00,0.002,0.036,450,0.209,0.896,0.000,0.000,0.104,1469546,1443981,14,0.393,0.005,0.011,743193,0.104,1.063,0.022,480.58,436278,0,0.066,0.000,0.000,15546575,1.02,20.47,0.000,0.000,0.000,2,6,8,55,47172,0.045,172.68,0.0072,0.014,22,0.877,0.000,0.679,0.554,3.83,5.99,5.90,0.00,0.000,1.01,1.02,1.02
180000,7503,1.476,0.192,8.50,645817,564704,9173,0,72177,43,3319248.0,4.1,0.137,0.126,0.192,0.545,101,6.56,3.55,0.04,0.39,0.02,0.43,0.04,0.57,6.47,3.46,0.00,0.00,0.002,0.038,493,0.168,0.888,0.000,0.000,0.112,1477630,1445912,13,0.468,0.013,0.014,884970,0.106,1.016,0.020,482.89,437032,0,0.096,0.000,0.000,14020100,1.02,19.96,0.000,0.000,0.000,2,7,10,56,49215,0.047,170.37,0.0068,0.016,47,0.857,0.000,0.722,0.566,3.97,6.09,5.93,0.00,0.000,1.01,1.03,1.02
190000,7403,1.483,0.181,8.42,641538,565032,8665,0,67941,76,3511806.8,4.1,0.136,0.134,0.188,0.542,102,6.74,3.22,0.03,0.39,0.02,0.45,0.03,0.45,6.66,3.13,0.00,0.00,0.001,0.029,451,0.221,0.902,0.000,0.000,0.098,1467624,1443868,13,0.485,0.021,0.008,1027747,0.091,0.977,0.019,482.51,420014,0,0.053,0.000,0.000,14116244,1.02,19.60,0.000,0.000,0.000,3,7,10,48,49876,0.048,170.75,0.0071,0.030,20,0.855,0.000,0.674,0.566,4.09,6.14,6.17,0.00,0.000,1.01,1.02,1.02
200000,7440,1.482,0.170,8.44,633115,555513,8627,0,68938,25,3446110.5,2.1,0.128,0.129,0.203,0.539,99,6.84,3.26,0.03,0.33,0.02,0.58,0.03,0.43,6.75,3.16,0.00,0.05,0.002,0.036,470,0.255,0.895,0.000,0.000,0.104,1441341,1422583,8,0.488,0.044,0.012,778419,0.099,0.945,0.017,479.63,394000,0,0.085,0.000,0.000,13368918,1.02,19.49,0.000,0.000,0.000,3,8,10,50,50858,0.049,173.63,0.0069,0.029,38,0.842,0.000,0.670,0.564,4.17,6.39,6.13,0.00,0.001,1.01,1.03,1.02
210000,7354,1.478,0.169,8.32,642772,566357,8320,0,68181,33,3564322.0,1.4,0.145,0.121,0.197,0.538,104,6.87,3.38,0.03,0.35,0.02,0.58,0.03,0.42,6.80,3.30,0.00,0.00,0.002,0.039,470,0.252,0.900,0.000,0.000,0.100,1475133,1465551,11,0.450,0.021,0.009,830908,0.097,0.940,0.017,482.48,401317,0,0.043,0.000,0.000,11644719,1.01,19.37,0.000,0.000,0.000,2,8,10,54,50542,0.048,170.78,0.0071,0.015,21,0.833,0.000,0.693,0.567,4.22,6.66,5.92,0.00,0.000,1.01,1.02,1.01
220000,7404,1.481,0.165,8.12,643673,565159,8452,0,70012,39,3502438.8,3.8,0.149,0.137,0.202,0.512,105,6.81,3.47,0.02,0.32,0.02,0.37,0.03,0.42,6.75,3.42,0.00,0.00,0.002,0.030,446,0.259,0.903,0.000,0.000,0.097,1443652,1433795,11,0.521,0.010,0.010,806558,0.100,0.933,0.017,480.52,384810,0,0.097,0.000,0.000,13629418,1.01,19.64,0.000,0.000,0.000,2,8,11,64,50457,0.048,172.75,0.0070,0.021,40,0.851,0.000,0.667,0.557,4.36,6.98,6.02,0.00,0.000,1.01,1.01,1.01
230000,7334,1.482,0.161,7.88,651982,568332,8429,0,75291,54,3634083.5,1.1,0.088,0.155,0.191,0.566,106,6.97,3.53,0.01,0.23,0.02,0.49,0.03,0.51,6.90,3.41,0.00,0.00,0.002,0.040,396,0.331,0.906,0.000,0.000,0.094,1468696,1460584,10,0.677,0.004,0.007,519557,0.099,0.917,0.016,483.30,366689,0,0.021,0.000,0.000,16307789,1.01,19.51,0.000,0.000,0.000,2,8,12,58,51131,0.049,169.96,0.0072,0.012,29,0.870,0.000,0.649,0.559,4.42,7.18,6.27,0.00,0.000,1.00,1.01,1.01
240000,7343,1.489,0.150,7.61,652929,570721,7914,0,74285,65,3651778.5,2.6,0.047,0.163,0.181,0.609,104,6.99,3.56,0.02,0.26,0.03,0.84,0.03,0.48,6.91,3.33,0.00,0.00,0.002,0.039,384,0.371,0.908,0.000,0.000,0.092,1459912,1451986,10,0.717,0.001,0.008,516519,0.074,0.884,0.015,485.31,369599,0,0.040,0.000,0.000,16248330,1.01,19.46,0.000,0.000,0.000,3,8,10,64,51353,0.049,167.95,0.0072,0.006,48,0.853,0.000,0.619,0.556,4.48,7.18,6.37,0.00,0.000,1.01,1.01,1.01
250000,7271,1.492,0.148,7.59,658453,573261,8503,0,76761,30,3716480.2,2.3,0.043,0.163,0.169,0.624,100,6.76,3.33,0.02,0.33,0.01,0.32,0.02,0.46,6.71,3.21,0.00,0.00,0.002,0.032,357,0.375,0.906,0.000,0.000,0.094,1476298,1468837,9,0.761,0.009,0.005,325257,0.086,0.875,0.015,484.63,368510,0,0.076,0.000,0.000,16842279,1.01,19.81,0.000,0.000,0.000,2,8,10,64,49154,0.047,168.63,0.0076,0.037,43,0.872,0.000,0.611,0.557,4.45,7.28,6.42,0.00,0.000,1.01,1.02,1.01
260000,7297,1.483,0.149,7.77,651563,563873,8447,0,79217,27,3623340.2,2.4,0.061,0.173,0.139,0.627,104,6.84,3.58,0.02,0.35,0.01,0.30,0.02,0.40,6.79,3.52,0.00,0.00,0.002,0.036,411,0.354,0.911,0.000,0.000,0.089,1473796,1466829,7,0.744,0.007,0.005,319362,0.084,0.869,0.015,485.16,367450,0,0.088,0.000,0.000,18330042,1.01,19.73,0.000,0.000,0.000,2,8,10,64,49924,0.048,168.10,0.0073,0.008,22,0.880,0.000,0.596,0.561,4.54,7.49,6.61,0.00,0.000,1.01,1.02,1.01
270000,7228,1.493,0.146,7.67,642373,558404,7926,0,76112,64,3651707.8,3.5,0.065,0.185,0.130,0.620,104,6.85,3.53,0.01,0.21,0.04,0.82,0.02,0.42,6.77,3.36,0.00,0.00,0.003,0.047,440,0.318,0.914,0.000,0.000,0.086,1466865,1461450,8,0.763,0.000,0.008,476186,0.072,0.860,0.014,482.79,363278,0,0.055,0.000,0.000,20121029,1.01,19.66,0.000,0.001,0.000,2,8,10,64,49493,0.047,170.47,0.0075,0.035,33,0.882,0.000,0.593,0.565,4.45,6.96,6.54,0.00,0.000,1.01,1.01,1.01
280000,7092,1.477,0.140,7.55,642403,559949,8031,0,74559,50,3765687.2,2.4,0.063,0.154,0.147,0.636,104,7.12,3.50,0.02,0.36,0.05,0.76,0.02,0.44,7.02,3.31,0.00,0.00,0.004,0.054,427,0.340,0.903,0.000,0.000,0.097,1480658,1476502,8,0.809,0.003,0.008,438558,0.070,0.844,0.014,482.01,363996,0,0.047,0.000,0.000,16310891,1.01,19.41,0.000,0.000,0.000,3,8,10,64,50473,0.048,171.25,0.0076,0.019,43,0.860,0.000,0.589,0.569,4.63,7.35,6.64,0.00,0.000,1.01,1.02,1.01
290000,7323,1.470,0.135,7.81,640877,557154,8192,2,75298,56,3710658.5,6.5,0.048,0.154,0.157,0.642,103,7.07,3.66,0.02,0.34,0.04,0.85,0.02,0.47,6.98,3.45,0.00,0.02,0.002,0.038,429,0.353,0.900,0.000,0.000,0.100,1488329,1482585,8,0.762,0.041,0.006,467983,0.077,0.817,0.013,482.35,378351,226,0.115,0.500,0.000,16245510,1.01,19.40,0.000,0.000,0.000,2,8,10,58,51777,0.049,170.91,0.0073,0.022,35,0.864,0.000,0.607,0.572,4.56,7.32,6.38,0.00,0.000,1.01,1.01,1.01
300000,7416,1.468,0.128,7.82,654017,574070,8542,0,71312,69,3639079.0,5.2,0.032,0.165,0.197,0.606,99,6.89,3.61,0.01,0.25,0.02,0.46,0.02,0.46,6.83,3.51,0.00,0.00,0.002,0.038,396,0.391,0.897,0.000,0.000,0.103,1438385,1433479,7,0.799,0.000,0.006,511551,0.079,0.798,0.012,479.79,367933,0,0.076,0.000,0.000,17687593,1.01,19.60,0.000,0.000,0.000,2,8,10,62,51117,0.049,173.47,0.0072,0.036,43,0.865,0.000,0.638,0.548,4.53,7.30,6.49,0.00,0.000,1.01,1.01,1.01
310000,7360,1.470,0.127,7.93,653834,572612,8384,0,72894,45,3783773.5,4.8,0.037,0.162,0.190,0.611,103,6.77,3.46,0.02,0.32,0.03,0.65,0.02,0.40,6.70,3.32,0.00,0.00,0.002,0.035,411,0.404,0.903,0.000,0.000,0.097,1475898,1471307,7,0.792,0.008,0.005,423954,0.077,0.794,0.012,482.17,372572,0,0.107,0.000,0.000,17259739,1.01,19.69,0.000,0.000,0.000,2,8,10,60,49823,0.048,171.10,0.0077,0.022,39,0.868,0.000,0.654,0.560,4.47,7.40,6.16,0.00,0.000,1.01,1.01,1.01
320000,7194,1.475,0.126,7.74,654752,573711,8335,6,72866,148,3728717.0,20.7,0.043,0.153,0.196,0.608,103,7.03,3.47,0.02,0.28,0.06,1.03,0.02,0.39,6.94,3.25,0.00,0.00,0.004,0.046,400,0.473,0.905,0.000,0.000,0.095,1479261,1472987,7,0.831,0.006,0.004,343751,0.087,0.791,0.012,480.88,368761,13,0.140,0.833,0.000,15666023,1.01,19.49,0.000,0.000,0.000,2,8,10,56,50554,0.048,172.38,0.0075,0.011,26,0.861,0.000,0.646,0.560,4.60,7.29,6.49,0.00,0.000,1.01,1.01,1.01
330000,7406,1.476,0.123,7.87,644319,564853,8416,0,70838,48,3618020.5,4.7,0.042,0.144,0.222,0.593,102,6.84,3.49,0.02,0.31,0.04,0.75,0.02,0.64,6.76,3.29,0.00,0.02,0.004,0.050,416,0.418,0.899,0.000,0.000,0.101,1494781,1487804,9,0.812,0.014,0.005,344187,0.101,0.775,0.011,482.28,370225,0,0.099,0.000,0.000,14184462,1.01,19.72,0.000,0.000,0.000,2,8,10,64,50681,0.048,170.98,0.0072,0.005,51,0.855,0.000,0.653,0.572,4.51,7.17,6.49,0.00,0.000,1.01,1.01,1.01
340000,7287,1.477,0.113,7.80,666156,585856,8216,2,72201,90,3662896.0,3.8,0.045,0.143,0.247,0.565,100,6.89,3.31,0.02,0.38,0.04,0.71,0.02,0.30,6.81,3.18,0.00,0.00,0.004,0.049,399,0.421,0.900,0.000,0.000,0.099,1497821,1489065,7,0.830,0.022,0.007,347755,0.092,0.738,0.010,485.63,368335,16,0.042,1.000,0.000,14329163,1.01,19.61,0.000,0.000,0.000,3,8,10,64,50204,0.048,167.63,0.0074,0.001,48,0.853,0.000,0.642,0.558,4.54,7.20,6.51,0.00,0.000,1.01,1.01,1.01
350000,7463,1.462,0.112,7.46,659354,576380,8277,1,74520,100,3617590.2,9.9,0.038,0.151,0.244,0.567,97,6.75
